,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20141101 21:44:59:746,-51,11.1,0,18.65,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.6,47.39,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:44:59:780,-51,11.1,0,18.64,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.6,47.39,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:44:59:826,-61,11.1,0,18.64,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.6,47.41,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:44:59:854,-55,11.1,0,18.63,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.61,47.41,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:44:59:886,-55,11.1,0,18.62,37.015247,-76.29917,0.04,TRUE,3,17,-0.6,47.43,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:44:59:928,-61,11.1,0,18.62,37.015247,-76.29917,0.04,TRUE,3,17,-0.6,47.43,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:44:59:969,-56,11.1,0,18.62,37.015247,-76.29917,0.04,TRUE,3,17,-0.6,47.44,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:043,-55,11.1,0,18.61,37.015247,-76.29917,0.04,TRUE,3,17,-0.6,47.44,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:119,-54,11.1,0,18.59,37.015247,-76.29917,0.04,TRUE,3,17,-0.6,47.45,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:129,-55,11.1,0,18.6,37.015247,-76.29917,0.041231055,TRUE,3,17,-0.6,47.46,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:161,-55,11.1,0,18.59,37.015247,-76.29917,0.041231055,TRUE,3,17,-0.6,47.46,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:194,-55,11.1,0,18.58,37.015247,-76.29917,0.041231055,TRUE,3,17,-0.6,47.47,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:218,-54,11.1,0,18.58,37.015247,-76.29917,0.041231055,TRUE,3,17,-0.6,47.48,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:256,-55,11.1,0,18.58,37.015247,-76.29917,2.5507057,TRUE,3,17,-0.6,47.48,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:288,-52,11.1,0,18.56,37.015247,-76.29917,0.0781025,TRUE,3,17,-0.6,47.49,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:330,-51,11.1,0,18.57,37.015247,-76.29917,0.0781025,TRUE,3,17,-0.6,47.5,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:367,-54,11.1,0,18.59,37.015247,-76.29917,0.0781025,TRUE,3,17,-0.6,47.5,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:409,-56,11.1,0,18.57,37.015247,-76.29917,0.0781025,TRUE,3,17,-0.6,47.51,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:457,-56,11.1,0,18.57,37.015247,-76.29917,2.5100796,TRUE,3,17,-0.6,47.51,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:489,-53,11.1,0,18.57,37.015247,-76.29917,0.022360679,TRUE,3,17,-0.6,47.52,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:529,-55,11.1,0,18.56,37.015247,-76.29917,0.022360679,TRUE,3,17,-0.6,47.52,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:571,-56,11.1,0,18.55,37.015247,-76.29917,0.022360679,TRUE,3,17,-0.59,47.53,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:616,-64,11.1,0,18.54,37.015247,-76.29917,0.022360679,TRUE,3,17,-0.59,47.54,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:657,-55,11.1,0,18.53,37.015247,-76.29917,0.022360679,TRUE,3,17,-0.59,47.54,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:732,-57,11.1,0,18.53,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.59,47.55,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:750,-55,11.1,0,18.53,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.59,47.56,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:802,-55,11.1,0,18.55,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.59,47.56,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:835,-51,11.1,0,18.55,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.59,47.57,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:861,-48,11.1,0,18.57,37.015247,-76.29917,2.51,TRUE,3,17,-0.59,47.58,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:892,-49,11.1,0,18.59,37.015247,-76.29917,0.01,TRUE,3,17,-0.59,47.58,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:929,-49,11.1,0,18.59,37.015247,-76.29917,0.01,TRUE,3,17,-0.59,47.59,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:00:970,-49,11.1,0,18.6,37.015247,-76.29917,0.01,TRUE,3,17,-0.59,47.59,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:007,-51,11.1,0,18.59,37.015247,-76.29917,0.01,TRUE,3,17,-0.59,47.6,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:047,-49,11.1,0,18.58,37.015247,-76.29917,0.041231055,TRUE,3,17,-0.59,47.61,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:126,-49,11.1,0,18.6,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.58,47.61,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:184,-51,11.1,0,18.59,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.58,47.62,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:215,-51,11.1,0,18.58,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.59,47.62,0.24,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:237,-51,11.1,0,18.58,37.015247,-76.29917,0.044721358,TRUE,3,17,-0.59,47.63,0.25,15,225,1,3,21,16,FALSE,2,0,0.75
20141101 21:45:01:277,-51,11.1,0,18.56,37.015247,-76.29917,0.031622775,TRUE,3,17,-0.59,47.63,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:318,-52,11.1,0,18.56,37.015247,-76.29917,0.031622775,TRUE,3,17,-0.58,47.64,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:356,-52,11.1,0,18.56,37.015247,-76.29917,0.031622775,TRUE,3,17,-0.58,47.64,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:390,-49,11.1,0,18.56,37.015247,-76.29917,0.031622775,TRUE,3,17,-0.58,47.64,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:437,-50,11.1,0,18.56,37.015247,-76.29917,0.031622775,TRUE,3,17,-0.59,47.65,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:480,-48,11.1,0,18.56,37.015247,-76.29917,0.02828427,TRUE,3,17,-0.58,47.65,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:519,-51,11.1,0,18.56,37.015247,-76.29917,0.02828427,TRUE,3,17,-0.58,47.66,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:558,-50,11.1,0,18.58,37.015247,-76.29917,0.02828427,TRUE,3,17,-0.58,47.66,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:596,-51,11.1,0,18.57,37.015247,-76.29917,0.02828427,TRUE,3,17,-0.58,47.67,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:645,-53,11.1,0,18.58,37.015247,-76.29917,0.02828427,TRUE,3,17,-0.58,47.67,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:683,-51,11.1,0,18.57,37.015247,-76.29917,0,TRUE,3,17,-0.58,47.67,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:01:757,-49,11.1,0,18.56,37.015247,-76.29917,0,TRUE,3,17,-0.58,47.68,0.24,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:033,-39,11.1,0,18.53,37.015247,-76.29917,0.08544003,TRUE,3,17,-0.62,47.81,0.63,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:074,-39,11.1,0,18.54,37.015247,-76.29917,0.234094,TRUE,3,17,-0.6,47.82,0.43,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:116,-39,11.1,0,18.54,37.015247,-76.29917,0.234094,TRUE,3,17,-0.63,47.79,0.01,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:156,-42,11.1,0,18.54,37.015247,-76.29917,0.234094,TRUE,3,17,-0.52,47.85,0.06,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:244,-40,11.1,0,18.55,37.015247,-76.29917,0.234094,TRUE,3,17,-0.58,47.83,0.37,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:284,-43,11.1,0,18.55,37.015247,-76.29917,0.234094,TRUE,3,17,-0.57,47.84,0.27,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:294,-43,11.1,0,18.57,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.58,47.85,-0.02,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:326,-43,11.1,0,18.57,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.56,47.85,-0.04,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:358,-41,11.1,0,18.56,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.6,47.83,0.26,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:418,-42,11.1,0,18.58,37.015247,-76.29917,0.05385165,TRUE,3,17,-0.6,47.85,0.38,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:740,-40,11.1,0,18.65,37.015247,-76.29917,0.05,TRUE,3,17,-0.61,47.85,0.82,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:885,-38,11.1,0,18.64,37.015247,-76.29917,2.5207143,TRUE,3,17,-0.27,47.96,0.61,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:02:928,-38,11.1,0,18.64,37.015247,-76.29917,0.0781025,TRUE,3,17,-0.11,48.1,0.73,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:03:290,-39,11.1,0,18.64,37.015247,-76.29917,0.05,TRUE,3,17,-0.52,48.19,0.45,15,225,1,3,21,16,FALSE,2,0,0.7
20141101 21:45:17:104,-43,11.1,0,18.64,37.015247,-76.29917,0.050990198,FALSE,3,18,-4.05,126.67999,1.15,15,97,1,1,21,16,FALSE,2,0,2.25
20141101 21:45:17:283,-45,11.1,0,0.58,0,0,0.02828427,FALSE,3,18,-4.04,116.649994,1.15,15,97,1,1,21,16,FALSE,2,0,2.05
20141101 21:45:17:501,-45,11.1,0,0.5,0,0,2.540315,FALSE,3,18,-4.04,108.45001,1.15,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:45:17:559,-43,11.1,0,0.34,37.015274,-76.29922,0.041231055,FALSE,3,18,-4.04,107,1.15,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:45:17:629,-44,11.1,0,0.32,37.015274,-76.29922,0.041231055,FALSE,3,18,-4.04,104.26999,1.15,15,97,1,1,21,16,FALSE,2,0,1.95
20141101 21:45:17:667,-45,11.1,0,0.31,37.015274,-76.29922,2.5503135,FALSE,3,18,-4.04,102.98999,1.15,15,97,1,1,21,16,FALSE,2,0,1.85
20141101 21:45:17:722,-45,11.1,0,0.31,37.01527,-76.29922,0.044721358,FALSE,3,18,-4.04,101.75,1.15,15,97,1,1,21,16,FALSE,2,0,1.85
20141101 21:45:17:809,-45,11.1,0,0.32,37.01527,-76.29922,0.044721358,FALSE,3,18,-4.04,100.57001,1.14,15,97,1,1,21,16,FALSE,2,0,1.85
20141101 21:45:18:023,-45,11.1,0,0.33,37.01527,-76.29922,0.022360679,FALSE,3,18,-4.04,93.92999,1.15,15,97,1,1,21,16,FALSE,2,0,1.75
20141101 21:45:18:131,-46,11.1,0,0.41,37.015266,-76.29922,0.036055513,FALSE,3,18,-4.04,91.81,1.14,15,97,1,1,21,16,FALSE,2,0,1.65
20141101 21:45:18:174,-46,11.1,0,0.41,37.015266,-76.29922,0.036055513,FALSE,3,18,-4.05,91.01999,1.14,15,97,1,1,21,16,FALSE,2,0,1.65
20141101 21:45:18:246,-45,11.1,0,0.4,37.015266,-76.29922,0.036055513,FALSE,3,18,-4.05,89.53,1.15,15,97,1,1,21,16,FALSE,2,0,1.65
20141101 21:45:18:297,-45,11.1,0,0.37,37.015266,-76.29922,0.014142135,FALSE,3,18,-4.04,88.83,1.14,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:45:18:339,-46,11.1,0,0.37,37.015266,-76.29922,0.014142135,FALSE,3,18,-4.04,88.49,1.14,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:45:18:387,-46,11.1,0,0.37,37.015266,-76.29922,0.014142135,FALSE,3,18,-4.04,87.83,1.14,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:45:18:426,-45,11.1,0,0.38,37.015266,-76.29922,0.014142135,FALSE,3,18,-4.04,87.2,1.14,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:45:18:478,-47,11.1,0,0.39,37.015266,-76.29922,0.014142135,FALSE,3,18,-4.04,86.59,1.14,15,97,1,1,21,16,FALSE,2,0,1.6
20141101 21:45:18:518,-45,11.1,0,0.4,37.015266,-76.29922,0.02828427,FALSE,3,18,-4.04,86.01,1.14,15,97,1,1,21,16,FALSE,2,0,1.55
20141101 21:45:18:565,-43,11.1,0,0.39,37.015266,-76.29922,0.02828427,FALSE,3,18,-4.04,85.44,1.14,15,97,1,1,21,16,FALSE,2,0,1.55
20141101 21:45:18:604,-46,11.1,0,0.4,37.015266,-76.29922,0.02828427,FALSE,3,18,-4.04,84.91,1.14,15,97,1,1,21,16,FALSE,2,0,1.55
20141101 21:45:18:711,-46,11.1,0,0.41,37.015266,-76.29922,0.02828427,FALSE,3,18,-4.04,84.39,1.14,15,97,1,1,21,16,FALSE,2,0,1.55
20141101 21:45:18:739,-47,11.1,0,0.4,37.015266,-76.29922,0.02828427,FALSE,3,18,-4.04,83.9,1.14,15,97,1,1,21,16,FALSE,2,0,1.55
20141101 21:45:18:783,-46,11.1,0,0.41,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,83.43,1.14,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:45:18:914,-45,11.1,0,0.4,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,82.97,1.14,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:45:18:952,-46,11.1,0,0.41,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,82.75,1.14,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:45:18:980,-46,11.1,0,0.43,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,82.32,1.14,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:45:19:002,-46,11.1,0,0.41,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,81.9,1.14,15,97,1,1,21,16,FALSE,2,0,1.5
20141101 21:45:19:021,-46,11.1,0,0.41,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,81.51,1.14,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:45:19:079,-46,11.1,0,0.41,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,81.13,1.14,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:45:19:129,-46,11.1,0,0.42,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,80.76,1.14,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:45:19:155,-45,11.1,0,0.43,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,80.42,1.14,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:45:19:174,-48,11.1,0,0.44,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,80.08,1.14,15,97,1,1,21,16,FALSE,2,0,1.45
20141101 21:45:19:244,-47,11.1,0,0.43,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,79.770004,1.14,15,97,1,1,21,16,FALSE,2,0,1.4
20141101 21:45:19:272,-47,11.1,0,0.42,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,79.45,1.14,15,97,1,1,21,16,FALSE,2,0,1.4
20141101 21:45:19:297,-47,11.1,0,0.42,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,79.3,1.14,15,97,1,1,21,16,FALSE,2,0,1.4
20141101 21:45:19:318,-47,11.1,0,0.41,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,79.01,1.14,15,97,1,1,21,16,FALSE,2,0,1.4
20141101 21:45:19:356,-45,11.1,0,0.42,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,78.729996,1.14,15,97,1,1,21,16,FALSE,2,0,1.4
20141101 21:45:19:379,-48,11.1,0,0.43,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,78.46,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:404,-47,11.1,0,0.42,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,78.19,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:444,-47,11.1,0,0.42,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,77.95,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:468,-47,11.1,0,0.41,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,77.72,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:503,-47,11.1,0,0.4,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,77.479996,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:527,-47,11.1,0,0.41,37.015263,-76.29922,0.041231055,FALSE,3,18,-4.04,77.26,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:568,-47,11.1,0,0.43,37.015263,-76.29922,0.041231055,FALSE,3,18,-4.04,77.06,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:620,-47,11.1,0,0.45,37.015263,-76.29922,0.041231055,FALSE,3,18,-4.04,76.86,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:660,-45,11.1,0,0.48,37.015263,-76.29922,0.041231055,FALSE,3,18,-4.04,65.95,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:686,-45,11.1,0,0.46,37.015263,-76.29922,0.041231055,FALSE,3,18,-4.04,65.75,1.14,15,97,1,1,21,16,FALSE,2,0,1.35
20141101 21:45:19:718,-44,11.1,0,0.48,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,65.58,1.14,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:45:19:758,-45,11.1,0,0.5,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,65.41,1.14,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:45:19:799,-45,11.1,0,0.49,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,65.229996,1.14,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:45:19:825,-45,11.1,0,0.49,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,65.07,1.14,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:45:19:850,-45,11.1,0,0.5,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,64.92,1.14,15,97,1,1,21,16,FALSE,2,0,1.3
20141101 21:45:19:928,-45,11.1,0,0.51,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,64.62,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:19:964,-45,11.1,0,0.5,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,64.49,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:003,-44,11.1,0,0.51,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,64.42,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:044,-45,11.1,0,0.5,37.015263,-76.29922,0.031622775,FALSE,3,18,-4.04,64.29,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:084,-45,11.1,0,0.5,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,64.17,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:124,-44,11.1,0,0.5,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,64.05,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:164,-45,11.1,0,0.5,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,63.940002,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:204,-45,11.1,0,0.5,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,63.82,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:244,-45,11.1,0,0.5,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,63.71,1.14,15,97,1,1,21,16,FALSE,2,0,1.25
20141101 21:45:20:285,-45,11.1,0,0.5,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,63.61,1.14,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:324,-46,11.1,0,0.5,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,63.52,1.15,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:366,-46,11.1,0,0.5,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,63.43,1.14,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:406,-44,11.1,0,0.47,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,63.34,1.14,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:445,-45,11.1,0,0.49,37.015263,-76.29922,0.014142135,FALSE,3,18,-4.04,63.3,1.14,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:486,-45,11.1,0,0.47,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,63.22,1.14,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:526,-44,11.1,0,0.48,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,63.14,1.15,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:566,-45,11.1,0,0.46,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,63.05,1.15,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:606,-45,11.1,0,0.46,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,62.98,1.15,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:649,-45,11.1,0,0.45,37.015263,-76.29922,0.05,FALSE,3,18,-4.04,62.9,1.15,15,97,1,1,21,16,FALSE,2,0,1.2
20141101 21:45:20:717,-45,11.1,0,0.45,37.015263,-76.29922,0.04,FALSE,3,18,-4.04,62.83,1.15,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:45:20:749,-46,11.1,0,0.45,37.015263,-76.29922,0.04,FALSE,3,18,-4.04,62.760002,1.15,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:45:20:789,-45,11.1,0,0.46,37.015263,-76.29922,0.04,FALSE,3,18,-4.04,62.66,1.15,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:45:20:830,-46,11.1,0,0.45,37.015263,-76.29922,0.04,FALSE,3,18,-4.04,62.6,1.15,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:45:20:945,-46,11.1,0,0.48,37.015263,-76.29922,0.041231055,FALSE,3,18,-4.04,62.489998,1.14,15,97,1,1,21,16,FALSE,2,0,1.15
20141101 21:45:21:288,-45,11.1,0,0.46,37.015263,-76.29922,0.022360679,FALSE,3,18,-4.04,62.129997,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:368,-45,11.1,0,0.42,37.015263,-76.29922,0.05385165,FALSE,3,18,-4.04,62.059998,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:408,-45,11.1,0,0.41,37.015263,-76.29922,0.05385165,FALSE,3,18,-4.04,62.03,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:450,-45,11.1,0,0.41,37.015263,-76.29922,0.05385165,FALSE,3,18,-4.04,61.98,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:488,-45,11.1,0,0.41,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,61.940002,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:527,-45,11.1,0,0.4,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,61.91,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:569,-45,11.1,0,0.39,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,61.879997,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:608,-45,11.1,0,0.39,37.015263,-76.29922,0.01,FALSE,3,18,-4.04,61.85,1.15,15,97,1,1,21,16,FALSE,2,0,1.1
20141101 21:45:21:876,-45,11.1,0,0.41,37.015263,-76.29922,0.04,FALSE,3,18,-4.04,61.7,1.15,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:45:21:974,-47,11.1,0,0.41,37.015263,-76.29921,0.04,FALSE,3,18,-4.04,61.65,1.15,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:45:22:013,-46,11.1,0,0.41,37.015263,-76.29921,0.04,FALSE,3,18,-4.04,61.64,1.15,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:45:22:094,-47,11.1,0,0.39,37.015263,-76.29921,2.56,FALSE,3,18,-4.04,61.64,1.15,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:45:22:157,-45,11.1,0,0.39,37.015266,-76.29921,0.01,FALSE,3,18,-4.04,61.629997,1.15,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:45:22:416,-46,11.1,0,0.39,37.015266,-76.29921,2.5500784,FALSE,3,18,-4.04,61.59,1.15,15,97,1,1,21,16,FALSE,2,0,1.05
20141101 21:45:22:615,-46,11.1,0,0.42,37.015266,-76.29921,0.050990198,TRUE,3,18,-4.04,61.59,1.15,15,97,1,1,21,16,FALSE,2,0,1
20141101 21:45:22:677,-45,11.1,0,0.42,37.015266,-76.29921,0.022360679,TRUE,3,18,-4.04,61.59,1.15,15,97,1,1,21,16,FALSE,2,0,1
20141101 21:45:22:733,-47,11.1,0,0.43,37.015266,-76.29921,0.02828427,TRUE,3,18,-4.04,61.57,1.15,15,97,1,1,21,16,FALSE,2,0,1
